EngSize,Age,Gender,Marital,exp,Owner,Garage,AntiTFD,import,LossClass,vAgeNew
2,37,男,已婚,10,私人,无,无防盗装置,进口,0,旧车
1.8,35,男,已婚,10,政府,有,无防盗装置,国产,0,旧车
1.8,33,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.8,30,男,已婚,10,公司,有,有防盗装置,国产,0,旧车
1,54,男,已婚,10,私人,无,有防盗装置,国产,0,旧车
1.6,45,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.8,38,男,已婚,10,政府,有,无防盗装置,国产,0,旧车
1,37,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
2,36,男,已婚,10,公司,无,无防盗装置,国产,0,旧车
1.8,32,男,已婚,10,政府,有,无防盗装置,国产,0,旧车
1.4,50,男,已婚,10,公司,有,无防盗装置,国产,0,旧车
1.8,50,男,已婚,10,私人,无,无防盗装置,国产,0,旧车
1.8,47,男,已婚,10,政府,有,无防盗装置,国产,0,旧车
1.6,42,男,已婚,10,公司,有,无防盗装置,国产,0,旧车
1.6,41,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.8,41,女,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.8,39,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.8,39,男,已婚,10,公司,无,无防盗装置,进口,0,旧车
1,37,男,已婚,10,私人,有,无防盗装置,国产,1,旧车
1.6,36,男,已婚,10,私人,有,有防盗装置,国产,0,旧车
1,34,男,已婚,10,公司,有,无防盗装置,国产,0,旧车
1.6,34,男,已婚,10,公司,有,无防盗装置,国产,0,旧车
2.5,33,男,已婚,10,公司,有,无防盗装置,进口,0,旧车
2,32,男,已婚,10,私人,有,无防盗装置,进口,0,旧车
2.8,32,男,已婚,10,公司,有,无防盗装置,进口,0,旧车
1.6,30,男,未婚,10,公司,有,有防盗装置,国产,0,旧车
1.8,28,男,已婚,10,政府,有,有防盗装置,进口,0,旧车
1.8,28,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.6,53,男,已婚,10,私人,有,无防盗装置,国产,1,旧车
2,50,男,已婚,10,私人,有,无防盗装置,进口,0,旧车
1.8,47,男,已婚,10,政府,有,有防盗装置,国产,0,旧车
1.8,43,男,已婚,10,政府,有,无防盗装置,国产,0,旧车
1.8,42,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,10,公司,有,有防盗装置,国产,0,旧车
1.8,41,男,已婚,10,政府,有,有防盗装置,国产,1,旧车
2,41,男,已婚,10,政府,无,无防盗装置,进口,0,旧车
1.6,40,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.6,38,男,已婚,10,政府,有,无防盗装置,国产,1,旧车
2,35,男,已婚,10,公司,有,无防盗装置,进口,0,旧车
1.8,34,男,已婚,10,政府,有,无防盗装置,国产,0,旧车
1.8,34,男,已婚,10,公司,无,无防盗装置,国产,0,旧车
1.6,32,男,已婚,10,私人,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,10,公司,有,无防盗装置,进口,0,旧车
1.6,29,男,已婚,10,私人,无,有防盗装置,国产,0,旧车
1.8,28,男,已婚,10,私人,有,有防盗装置,国产,0,旧车
1.8,50,男,已婚,10,私人,有,无防盗装置,进口,1,新车
1.6,49,男,已婚,10,公司,有,无防盗装置,国产,0,新车
2,49,男,已婚,10,公司,有,无防盗装置,国产,0,新车
2.6,47,女,已婚,10,私人,有,无防盗装置,进口,1,新车
1.4,46,男,未婚,10,私人,有,有防盗装置,进口,0,新车
1.6,46,男,已婚,10,私人,有,无防盗装置,国产,1,新车
1.8,46,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.8,46,男,已婚,10,私人,有,有防盗装置,国产,0,新车
1.6,45,女,已婚,10,私人,有,无防盗装置,国产,1,新车
1.8,45,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.3,44,男,已婚,10,私人,有,有防盗装置,国产,1,新车
1.8,44,男,已婚,10,私人,有,无防盗装置,国产,1,新车
2,44,男,已婚,10,私人,有,无防盗装置,国产,0,新车
1.6,43,男,已婚,10,私人,有,无防盗装置,国产,0,新车
1.8,43,男,已婚,10,公司,有,有防盗装置,国产,0,新车
1.8,42,女,已婚,10,私人,有,无防盗装置,国产,0,新车
1.8,41,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.8,41,男,已婚,10,公司,有,有防盗装置,进口,0,新车
1.8,41,男,已婚,10,私人,有,无防盗装置,国产,0,新车
1.8,41,男,已婚,10,私人,有,无防盗装置,进口,0,新车
2,40,女,已婚,10,公司,无,有防盗装置,国产,1,新车
2.4,40,女,已婚,10,私人,有,有防盗装置,进口,0,新车
1.8,39,男,已婚,10,私人,有,无防盗装置,进口,1,新车
1.8,37,男,已婚,10,公司,有,无防盗装置,国产,1,新车
1.8,36,男,已婚,10,私人,有,有防盗装置,国产,0,新车
1.4,35,男,已婚,10,私人,有,无防盗装置,国产,1,新车
1.8,35,男,已婚,10,私人,有,无防盗装置,国产,1,新车
2,35,男,已婚,10,政府,有,有防盗装置,进口,0,新车
2,35,男,已婚,10,私人,有,有防盗装置,国产,0,新车
1.6,34,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.6,33,男,已婚,10,私人,有,无防盗装置,国产,0,新车
1.6,33,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.8,33,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.8,33,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.8,33,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.8,33,男,已婚,10,公司,有,无防盗装置,国产,0,新车
1.8,33,男,已婚,10,公司,有,无防盗装置,进口,0,新车
1.8,33,男,已婚,10,私人,有,有防盗装置,进口,0,新车
1.8,33,女,已婚,10,私人,有,有防盗装置,进口,0,新车
1.8,33,男,已婚,10,私人,有,无防盗装置,进口,1,新车
1.8,33,男,已婚,10,公司,有,无防盗装置,国产,1,新车
2,33,男,已婚,10,政府,有,无防盗装置,国产,1,新车
2.5,33,男,已婚,10,公司,有,无防盗装置,进口,0,新车
2.8,33,男,已婚,10,公司,有,无防盗装置,进口,0,新车
1.3,32,男,已婚,10,私人,有,无防盗装置,进口,0,新车
1.6,32,男,已婚,10,政府,有,无防盗装置,国产,0,新车
1.8,32,男,已婚,10,公司,有,无防盗装置,国产,0,新车
2.3,32,男,已婚,10,私人,有,无防盗装置,进口,0,新车
3,32,男,已婚,10,公司,有,无防盗装置,进口,1,新车
1.8,31,男,已婚,10,政府,有,无防盗装置,国产,0,新车
1.8,31,男,已婚,10,私人,有,无防盗装置,国产,0,新车
1.8,30,男,已婚,10,私人,有,无防盗装置,进口,0,新车
2,33,男,已婚,9,公司,无,无防盗装置,国产,0,旧车
2,33,男,已婚,9,公司,无,无防盗装置,进口,0,旧车
1.8,51,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
1.8,42,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.8,39,男,已婚,9,公司,有,有防盗装置,国产,0,旧车
2.2,39,男,已婚,9,私人,有,有防盗装置,进口,0,旧车
1.8,37,男,已婚,9,私人,有,无防盗装置,国产,1,旧车
2,33,男,已婚,9,公司,有,有防盗装置,国产,0,旧车
1.8,27,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
3,48,男,已婚,9,公司,有,有防盗装置,进口,0,旧车
1.6,42,男,已婚,9,政府,有,无防盗装置,国产,0,旧车
1.6,42,男,已婚,9,私人,无,有防盗装置,国产,1,旧车
2,40,男,已婚,9,政府,有,无防盗装置,进口,0,旧车
1.8,34,男,已婚,9,公司,无,有防盗装置,国产,1,旧车
2,34,男,已婚,9,公司,有,无防盗装置,进口,0,旧车
1.8,33,男,已婚,9,政府,有,无防盗装置,国产,0,旧车
1.8,48,男,已婚,9,公司,有,无防盗装置,国产,1,旧车
2,43,男,已婚,9,私人,有,有防盗装置,进口,0,旧车
1.2,41,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.6,40,男,已婚,9,政府,无,无防盗装置,国产,0,旧车
1.8,37,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
1.8,36,男,已婚,9,私人,无,无防盗装置,国产,0,旧车
1.2,32,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,9,政府,有,无防盗装置,进口,0,旧车
1.8,31,男,已婚,9,私人,有,无防盗装置,国产,1,旧车
2.2,31,男,已婚,9,政府,有,无防盗装置,进口,0,旧车
1.5,30,男,已婚,9,公司,无,无防盗装置,进口,0,旧车
1.6,30,男,已婚,9,政府,有,无防盗装置,国产,0,旧车
1.8,28,男,已婚,9,公司,无,无防盗装置,国产,0,旧车
2,40,男,已婚,9,公司,有,无防盗装置,进口,0,旧车
1.8,37,男,已婚,9,公司,有,无防盗装置,国产,1,旧车
1.8,36,男,已婚,9,私人,有,有防盗装置,国产,0,旧车
1.8,33,男,已婚,9,私人,有,有防盗装置,国产,0,旧车
2,50,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
1.8,47,男,已婚,9,公司,无,无防盗装置,国产,0,旧车
2,47,男,未婚,9,公司,无,有防盗装置,进口,0,旧车
1.8,41,男,已婚,9,政府,有,无防盗装置,国产,0,旧车
3,41,男,已婚,9,公司,有,有防盗装置,进口,1,旧车
1.8,40,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
2,33,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.8,32,男,已婚,9,私人,有,无防盗装置,国产,1,旧车
1.8,31,男,已婚,9,政府,有,无防盗装置,国产,0,旧车
1.4,29,男,已婚,9,公司,有,有防盗装置,国产,0,旧车
1.8,29,男,未婚,9,政府,有,无防盗装置,国产,0,旧车
1.8,42,男,已婚,9,私人,有,有防盗装置,国产,0,旧车
1.8,41,男,已婚,9,私人,有,无防盗装置,国产,1,旧车
1.8,38,男,已婚,9,政府,有,无防盗装置,国产,0,旧车
1.8,38,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
1.8,37,男,已婚,9,公司,无,无防盗装置,进口,0,旧车
1.6,35,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.9,32,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
2.8,28,男,已婚,9,政府,有,无防盗装置,进口,0,旧车
1.6,52,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.6,51,男,已婚,9,公司,无,有防盗装置,国产,0,旧车
1.8,46,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
2,45,男,已婚,9,私人,有,有防盗装置,进口,0,旧车
1.8,42,男,已婚,9,私人,有,无防盗装置,进口,1,旧车
1.8,42,男,已婚,9,私人,有,无防盗装置,国产,1,旧车
1.6,41,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.6,40,男,已婚,9,私人,无,有防盗装置,国产,0,旧车
1.8,40,男,已婚,9,政府,无,有防盗装置,国产,0,旧车
1.6,39,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.8,39,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
2,38,女,已婚,9,公司,有,无防盗装置,进口,0,旧车
1.8,37,男,已婚,9,私人,有,无防盗装置,国产,1,旧车
2.3,34,男,已婚,9,公司,有,无防盗装置,进口,0,旧车
2.2,33,男,已婚,9,政府,有,有防盗装置,国产,0,旧车
1.8,32,男,已婚,9,公司,有,有防盗装置,国产,0,旧车
1.8,29,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
1.8,28,男,已婚,9,公司,无,无防盗装置,国产,1,旧车
2.5,64,男,已婚,9,私人,有,有防盗装置,进口,0,旧车
1.8,47,男,已婚,9,私人,有,无防盗装置,进口,0,旧车
1.8,43,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.8,43,男,已婚,9,私人,无,有防盗装置,国产,0,旧车
2,42,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
2.3,39,男,已婚,9,私人,有,无防盗装置,进口,0,旧车
1.8,38,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
1.8,37,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.8,36,女,已婚,9,私人,有,无防盗装置,国产,1,旧车
2.3,36,男,已婚,9,公司,无,有防盗装置,进口,0,旧车
2.3,36,男,已婚,9,私人,有,有防盗装置,进口,0,旧车
1.8,33,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.8,32,男,已婚,9,政府,有,无防盗装置,国产,0,旧车
1.8,32,男,已婚,9,公司,有,有防盗装置,进口,0,旧车
1.6,31,男,已婚,9,公司,有,无防盗装置,国产,0,旧车
1.6,31,男,已婚,9,私人,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,9,政府,有,无防盗装置,国产,0,旧车
1.3,64,女,已婚,9,私人,有,无防盗装置,国产,1,新车
2,53,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.8,51,男,已婚,9,公司,有,无防盗装置,国产,0,新车
2,51,男,已婚,9,私人,无,无防盗装置,进口,0,新车
1.6,49,男,已婚,9,私人,有,无防盗装置,国产,1,新车
3,49,男,已婚,9,私人,有,有防盗装置,进口,0,新车
1.3,48,男,已婚,9,私人,有,无防盗装置,国产,1,新车
2,48,男,已婚,9,私人,有,有防盗装置,国产,1,新车
1.8,47,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.8,47,男,已婚,9,私人,有,有防盗装置,国产,0,新车
1.8,46,男,已婚,9,私人,有,有防盗装置,进口,1,新车
2.5,46,男,已婚,9,私人,无,有防盗装置,进口,0,新车
1.6,45,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.6,45,女,已婚,9,私人,有,无防盗装置,国产,0,新车
1.6,45,女,已婚,9,私人,有,无防盗装置,进口,1,新车
1.8,44,女,已婚,9,私人,有,无防盗装置,国产,1,新车
2.4,43,男,已婚,9,公司,有,有防盗装置,国产,0,新车
2,42,男,已婚,9,私人,有,有防盗装置,国产,1,新车
1.6,41,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.6,41,男,已婚,9,私人,有,无防盗装置,国产,1,新车
1.8,41,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.8,41,男,已婚,9,私人,有,有防盗装置,进口,1,新车
1,40,女,已婚,9,私人,有,有防盗装置,国产,0,新车
1.6,40,男,已婚,9,私人,有,无防盗装置,进口,0,新车
1.8,40,男,已婚,9,私人,有,有防盗装置,国产,0,新车
2.2,40,男,已婚,9,公司,有,无防盗装置,进口,0,新车
1.8,39,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.8,39,男,已婚,9,公司,有,无防盗装置,进口,1,新车
1.8,38,女,已婚,9,私人,有,无防盗装置,国产,0,新车
1.8,38,男,已婚,9,私人,有,有防盗装置,国产,0,新车
1.8,37,男,已婚,9,私人,有,有防盗装置,进口,0,新车
1.8,37,女,已婚,9,公司,有,无防盗装置,国产,0,新车
2,37,男,未婚,9,公司,有,有防盗装置,进口,0,新车
1.8,35,男,已婚,9,公司,有,无防盗装置,进口,0,新车
2,35,男,已婚,9,私人,有,无防盗装置,国产,1,新车
1.2,34,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.3,34,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.8,34,男,已婚,9,私人,有,无防盗装置,国产,0,新车
2.3,34,男,已婚,9,私人,有,无防盗装置,进口,1,新车
1.6,32,男,已婚,9,私人,有,无防盗装置,进口,0,新车
1.8,32,男,已婚,9,私人,有,无防盗装置,国产,0,新车
2,32,男,已婚,9,公司,有,有防盗装置,进口,0,新车
2,32,男,已婚,9,私人,有,无防盗装置,进口,0,新车
2.2,32,男,已婚,9,私人,有,无防盗装置,进口,0,新车
1.8,31,男,已婚,9,公司,无,无防盗装置,国产,0,新车
1.8,31,男,已婚,9,政府,有,无防盗装置,进口,0,新车
1,30,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.8,30,男,已婚,9,私人,有,无防盗装置,进口,0,新车
2,30,男,已婚,9,私人,有,无防盗装置,国产,0,新车
1.8,29,男,已婚,9,政府,有,有防盗装置,进口,0,新车
1.8,37,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.2,35,男,已婚,8,私人,有,无防盗装置,国产,1,旧车
1.8,41,男,已婚,8,公司,无,无防盗装置,国产,0,旧车
1.8,41,男,已婚,8,私人,有,有防盗装置,国产,0,旧车
1.8,41,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.8,39,男,已婚,8,私人,有,有防盗装置,国产,0,旧车
2,38,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
1.8,33,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,33,男,已婚,8,私人,有,有防盗装置,国产,1,旧车
1.8,32,男,已婚,8,政府,无,无防盗装置,国产,0,旧车
1.8,31,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
2,31,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
3,27,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
1.8,60,男,已婚,8,政府,有,无防盗装置,国产,0,旧车
1.6,50,男,已婚,8,私人,无,无防盗装置,国产,1,旧车
1.5,41,男,已婚,8,私人,有,无防盗装置,进口,1,旧车
1.8,38,男,已婚,8,公司,有,有防盗装置,国产,0,旧车
1.6,37,男,已婚,8,私人,有,无防盗装置,国产,1,旧车
1.8,37,男,已婚,8,政府,有,无防盗装置,国产,0,旧车
1.6,35,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,34,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,32,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1,46,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.6,44,男,已婚,8,私人,有,有防盗装置,国产,0,旧车
1,43,女,已婚,8,私人,有,无防盗装置,国产,0,旧车
2,43,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
1.8,41,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,8,私人,无,无防盗装置,国产,0,旧车
2,41,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.6,40,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.6,40,男,已婚,8,私人,有,无防盗装置,进口,0,旧车
1.8,40,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.8,38,男,未婚,8,私人,有,无防盗装置,国产,0,旧车
3,36,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
1.8,35,男,已婚,8,公司,无,无防盗装置,国产,1,旧车
2,35,男,已婚,8,公司,无,无防盗装置,国产,1,旧车
1.8,32,男,已婚,8,公司,无,无防盗装置,进口,0,旧车
1.8,31,男,已婚,8,政府,无,无防盗装置,国产,0,旧车
2.5,31,男,已婚,8,政府,有,无防盗装置,国产,0,旧车
1,51,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.6,46,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
2,44,男,已婚,8,私人,有,无防盗装置,进口,0,旧车
1.8,42,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.6,41,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.8,39,男,未婚,8,政府,有,无防盗装置,国产,0,旧车
1.8,38,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.6,35,男,已婚,8,私人,无,无防盗装置,国产,1,旧车
2,35,男,已婚,8,私人,无,无防盗装置,进口,0,旧车
1.6,34,男,已婚,8,私人,有,有防盗装置,国产,0,旧车
1.8,34,男,已婚,8,政府,有,无防盗装置,国产,0,旧车
1,33,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.8,31,男,未婚,8,公司,有,无防盗装置,进口,1,旧车
1.6,29,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,8,公司,无,无防盗装置,国产,0,旧车
1.8,41,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
1.8,40,男,已婚,8,政府,有,无防盗装置,国产,0,旧车
1.3,37,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.6,35,女,已婚,8,私人,无,无防盗装置,国产,1,旧车
2,35,男,已婚,8,私人,有,无防盗装置,进口,0,旧车
1.8,34,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,34,男,已婚,8,政府,无,无防盗装置,进口,0,旧车
1.8,32,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,8,公司,无,有防盗装置,国产,0,旧车
1.8,42,男,已婚,8,公司,无,无防盗装置,国产,0,旧车
1.8,41,男,已婚,8,公司,无,无防盗装置,国产,0,旧车
2,40,男,已婚,8,公司,无,无防盗装置,进口,0,旧车
2.4,38,男,已婚,8,私人,有,无防盗装置,进口,0,旧车
1,35,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.8,34,男,已婚,8,政府,无,无防盗装置,国产,0,旧车
2.4,31,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
2,26,男,已婚,8,政府,有,无防盗装置,国产,0,旧车
1.8,54,男,已婚,8,私人,有,有防盗装置,国产,0,旧车
1.8,54,男,已婚,8,私人,有,有防盗装置,进口,0,旧车
2,50,男,已婚,8,公司,有,有防盗装置,进口,0,旧车
2,47,男,已婚,8,公司,无,无防盗装置,进口,0,旧车
1.6,46,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
2.3,46,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,45,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,42,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,42,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,41,男,已婚,8,私人,有,无防盗装置,进口,1,旧车
2.4,40,男,已婚,8,私人,有,无防盗装置,进口,0,旧车
1.2,36,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,36,男,已婚,8,私人,有,有防盗装置,国产,1,旧车
1.8,35,男,已婚,8,政府,无,无防盗装置,国产,0,旧车
2.3,35,男,已婚,8,私人,有,有防盗装置,进口,0,旧车
1.8,34,男,已婚,8,公司,无,无防盗装置,国产,0,旧车
1.8,34,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,33,男,已婚,8,政府,无,无防盗装置,国产,0,旧车
1.8,33,男,已婚,8,私人,有,无防盗装置,国产,1,旧车
1.8,32,女,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1.8,31,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
1.8,30,男,已婚,8,私人,有,无防盗装置,国产,1,旧车
1.6,28,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,27,男,已婚,8,政府,无,无防盗装置,国产,0,旧车
1.8,56,女,已婚,8,私人,有,有防盗装置,国产,0,旧车
1.4,50,男,已婚,8,私人,无,无防盗装置,国产,1,旧车
2,50,男,已婚,8,私人,有,有防盗装置,国产,0,旧车
1.6,48,男,已婚,8,私人,有,有防盗装置,国产,0,旧车
1.8,45,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,44,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
2.3,43,男,已婚,8,公司,有,无防盗装置,进口,1,旧车
1.8,42,男,已婚,8,公司,无,无防盗装置,国产,0,旧车
1.8,42,男,已婚,8,公司,无,有防盗装置,进口,0,旧车
1.8,40,男,已婚,8,公司,无,无防盗装置,国产,0,旧车
1.8,39,男,已婚,8,政府,有,无防盗装置,进口,1,旧车
2.3,39,男,已婚,8,私人,有,无防盗装置,进口,0,旧车
3,39,男,已婚,8,私人,有,无防盗装置,进口,0,旧车
1.6,38,男,已婚,8,政府,有,无防盗装置,进口,0,旧车
1.8,37,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.4,36,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,36,男,已婚,8,公司,无,无防盗装置,国产,0,旧车
2.5,36,男,已婚,8,私人,有,有防盗装置,进口,0,旧车
1.6,34,男,已婚,8,政府,有,无防盗装置,国产,0,旧车
2,34,男,已婚,8,政府,有,无防盗装置,进口,0,旧车
2.5,34,男,已婚,8,公司,有,无防盗装置,国产,0,旧车
1,33,男,已婚,8,政府,有,无防盗装置,国产,0,旧车
1.6,33,男,未婚,8,私人,无,有防盗装置,国产,0,旧车
2,33,男,已婚,8,公司,有,无防盗装置,进口,0,旧车
1.8,32,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,32,男,未婚,8,公司,有,有防盗装置,国产,0,旧车
1.8,31,男,已婚,8,私人,有,无防盗装置,国产,1,旧车
1.8,29,男,已婚,8,私人,有,无防盗装置,国产,0,旧车
1.8,28,男,已婚,8,私人,有,无防盗装置,国产,1,旧车
2,55,男,已婚,8,私人,有,有防盗装置,进口,0,新车
2.5,54,男,已婚,8,私人,有,无防盗装置,进口,0,新车
2.5,52,男,已婚,8,私人,有,无防盗装置,进口,1,新车
1.8,51,男,已婚,8,公司,有,无防盗装置,国产,0,新车
2.4,51,男,已婚,8,私人,有,无防盗装置,进口,1,新车
1.8,50,男,已婚,8,私人,有,无防盗装置,国产,1,新车
1.8,50,男,已婚,8,私人,有,有防盗装置,国产,1,新车
2.3,50,男,已婚,8,私人,有,无防盗装置,进口,0,新车
3,50,男,已婚,8,私人,有,无防盗装置,进口,1,新车
1.8,49,男,已婚,8,私人,有,无防盗装置,国产,0,新车
1.8,49,男,已婚,8,私人,有,无防盗装置,国产,0,新车
1.8,47,男,已婚,8,私人,有,无防盗装置,国产,0,新车
1.4,46,男,已婚,8,私人,有,有防盗装置,国产,0,新车
1.6,46,男,已婚,8,私人,无,无防盗装置,国产,0,新车
1.8,46,男,已婚,8,公司,有,有防盗装置,国产,0,新车
1.8,45,男,已婚,8,公司,有,有防盗装置,国产,0,新车
1.8,45,男,已婚,8,私人,无,无防盗装置,进口,0,新车
1.6,43,男,已婚,8,私人,有,无防盗装置,国产,0,新车
2,43,男,已婚,8,政府,有,有防盗装置,进口,0,新车
1.6,42,女,已婚,8,私人,有,有防盗装置,国产,0,新车
2,42,男,已婚,8,私人,有,无防盗装置,进口,0,新车
2.3,42,男,已婚,8,私人,有,无防盗装置,进口,0,新车
1.2,41,男,已婚,8,私人,有,无防盗装置,国产,0,新车
1.6,41,男,已婚,8,私人,有,有防盗装置,国产,1,新车
1.8,41,男,已婚,8,公司,有,有防盗装置,国产,0,新车
1,40,男,已婚,8,私人,有,有防盗装置,国产,0,新车
1.6,40,男,已婚,8,私人,有,无防盗装置,国产,0,新车
1.8,40,男,已婚,8,公司,有,无防盗装置,国产,0,新车
2,40,男,已婚,8,政府,有,有防盗装置,进口,0,新车
2,40,男,已婚,8,私人,有,无防盗装置,进口,1,新车
1.8,39,男,已婚,8,私人,有,无防盗装置,国产,0,新车
1.8,39,男,已婚,8,私人,有,有防盗装置,国产,0,新车
1.8,39,男,已婚,8,公司,有,有防盗装置,国产,1,新车
2,39,男,已婚,8,私人,有,有防盗装置,国产,0,新车
1.4,38,男,已婚,8,私人,有,有防盗装置,国产,0,新车
1.8,38,女,已婚,8,公司,有,有防盗装置,国产,0,新车
1.8,38,男,已婚,8,私人,有,有防盗装置,国产,1,新车
2.5,38,男,已婚,8,私人,有,有防盗装置,进口,0,新车
3,38,男,已婚,8,私人,有,无防盗装置,进口,0,新车
1.2,37,男,已婚,8,私人,有,无防盗装置,国产,0,新车
1.8,37,男,已婚,8,私人,有,无防盗装置,进口,0,新车
1.8,37,男,已婚,8,私人,有,无防盗装置,进口,1,新车
1.6,36,男,已婚,8,私人,有,无防盗装置,国产,0,新车
1.6,36,男,已婚,8,私人,有,无防盗装置,国产,1,新车
1.8,36,男,已婚,8,公司,有,无防盗装置,国产,0,新车
2.3,36,女,已婚,8,私人,有,无防盗装置,进口,0,新车
